"","mode","price.beach","price.pier","price.boat","price.charter","catch.beach","catch.pier","catch.boat","catch.charter","income"
"1162","charter",32.076,32.076,49.572,74.572,0.2537,0.1498,0.6817,2.3014,5416.6667
"1163","boat",143.412,143.412,45.288,70.288,0.2537,0.1498,0.0531,0.0052,4583.332
"1164","pier",23.276,23.276,100.51,119.01,0.2537,0.1498,0.0082,0.0044,3749.9999
"1165","boat",388.434,388.434,69.476,104.476,0.0678,0.0789,0.0102,0.0209,12499.998
"1166","charter",97.812,97.812,30.888,55.888,0.2537,0.1498,0.6817,2.3014,2916.6666
"1167","pier",52.488,52.488,309.096,344.096,0.5333,0.4522,0.0156,0.0058,5416.6667
"1168","beach",23.688,23.688,139.496,174.496,0.5333,0.4522,0.0156,0.0058,2083.3332
"1169","charter",181.896,181.896,97.812,132.812,0.0678,0.0789,0.0897,1.0905,2916.6666
"1170","pier",23.688,23.688,139.496,174.496,0.5333,0.4522,0.2413,1.0266,2083.3332
"1171","boat",255.15,255.15,106.434,141.434,0.5333,0.4522,0.2413,1.0266,5416.6667
"1172","boat",164.834,164.834,155.802,190.802,0.0678,0.0025,0.0108,0.2377,8750.001
"1173","charter",45.402,45.402,45.402,63.902,0.2537,0.1498,0.0233,0.0219,2083.3332
"1174","beach",62.634,62.634,123.552,152.552,0.0678,0.0789,0.0014,0.0029,2916.6666
"1175","boat",91.834,91.834,86.802,121.802,0.0678,0.0789,0.0102,0.0209,4583.332
"1176","charter",121.034,121.034,114.402,149.402,0.0678,0.0789,0.0102,0.0209,6250.0013
"1177","beach",121.836,121.836,203.346,238.346,0.5333,0.4522,0.2413,1.0266,2916.6666
"1178","pier",150.236,150.236,250.746,285.746,0.5333,0.4522,0.2413,1.0266,3749.9999
"1179","beach",235.436,235.436,392.946,427.946,0.5333,0.4522,0.2413,1.0266,6250.0013
"1180","pier",65.036,65.036,108.546,143.546,0.5333,0.4522,0.2413,1.0266,1249.9998
"1181","beach",36.636,36.636,61.146,96.146,0.5333,0.4522,0.1665,0.3975,416.66668
"1182","boat",339.89,339.89,235.436,260.436,0.2537,0.1498,0.6817,2.3014,6250.0013
